id,sex,age,marital,child,educ,source,smoke,smokenum,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,rop2,rop4,rop6,rmast1,rmast3,rmast4,rmast6,rmast7,rpss4,rpss5,rpss7,rpss8,rsest3,rsest5,rsest7,rsest9,rsest10,rpc1,rpc2,rpc7,rpc11,rpc15,rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,lg10negaff,mah_1,coo_1,mah_2
95,FEMALES,41,STEADY RELATIONSHIP,NO,COMPLETED UNDERGRADUATE,WORK,YES,7.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,5.0,4.0,2.0,1.0,6.0,6.0,6.0,6.0,7.0,3.0,2.0,3.0,5.0,4.0,2.0,4.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,4.0,4.0,5.0,5.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,24.0,25.0,40.0,16.0,31.0,19.0,38.0,6.0,70.0,30 - 44,41 - 49,completed undergrad uni,1.20411998265592,0.840182404688908,0.0013118335365917,2.14509433756074
302,MALES,43,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,WORK,NO,0.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,4.0,3.0,3.0,21.0,16.0,31.0,14.0,15.0,29.0,31.0,4.0,58.0,30 - 44,41 - 49,some additional training,1.14612803567824,2.50365730495803,0.000490768026979,2.14460643034425
113,FEMALES,35,REMARRIED,YES,SOME SECONDARY,LIFE IN GENERAL,NO,0.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,24.0,20.0,36.0,28.0,17.0,32.0,37.0,5.0,54.0,30 - 44,33 - 40,did not complete high school,1.44715803134222,0.339205435339703,0.0005224809569837,2.12042981124844
205,FEMALES,28,MARRIED FIRST TIME,NO,SOME SECONDARY,WORK,NO,,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,5.0,6.0,6.0,6.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,16.0,17.0,26.0,28.0,29.0,34.0,25.0,6.0,52.0,18 - 29,25 - 32,did not complete high school,1.44715803134222,1.45248639408866,0.0008230486313564,2.11833836866483
545,FEMALES,28,MARRIED FIRST TIME,YES,COMPLETED HIGHSCHOOL,FAMILY,NO,0.0,5.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,5.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,6.0,6.0,7.0,7.0,7.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,4.0,5.0,3.0,2.0,3.0,21.0,21.0,40.0,13.0,33.0,26.0,32.0,5.0,63.0,18 - 29,25 - 32,completed high school,1.11394335230684,0.159081211367148,3.10457048136892e-05,2.10973096553388
493,FEMALES,28,MARRIED FIRST TIME,YES,POSTGRADUATE COMPLETED,SPOUSE OR PARTNER,NO,,3.0,3.0,5.0,1.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,5.0,3.0,1.0,3.0,1.0,2.0,4.0,5.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,5.0,5.0,25.0,23.0,38.0,12.0,14.0,26.0,35.0,8.0,73.0,18 - 29,25 - 32,completed postgrad uni,1.07918124604762,1.13617295195346,0.0004547399442725,2.10396064649015
488,MALES,41,MARRIED FIRST TIME,YES,COMPLETED HIGHSCHOOL,LIFE IN GENERAL,NO,,3.0,1.0,5.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,4.0,5.0,2.0,5.0,1.0,5.0,4.0,2.0,1.0,1.0,5.0,4.0,7.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,5.0,3.0,23.0,27.0,44.0,15.0,21.0,22.0,38.0,4.0,64.0,30 - 44,41 - 49,completed high school,1.17609125905568,1.96523583318282,9.57882583133543e-05,2.0895046127121
483,MALES,40,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,RELATIONSHIPS,NO,,2.0,4.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,1.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,19.0,16.0,38.0,24.0,10.0,24.0,36.0,7.0,65.0,30 - 44,33 - 40,completed undergrad uni,1.38021124171161,3.832006561025,0.0065682740798807,2.08894553310038
423,FEMALES,27,SINGLE,NO,COMPLETED UNDERGRADUATE,"TIME (lack of time, too much to do)",NO,,4.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,5.0,5.0,2.0,4.0,1.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,25.0,23.0,42.0,15.0,25.0,26.0,40.0,4.0,68.0,18 - 29,25 - 32,completed undergrad uni,1.17609125905568,0.378701818705562,0.000106703125186,2.05854314020064
321,MALES,23,LIVING WITH PARTNER,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,23.0,22.0,37.0,23.0,24.0,23.0,37.0,5.0,54.0,18 - 29,18 - 24,completed undergrad uni,1.36172783601759,0.471111182755425,0.0014282798619625,2.03650145661505
13,FEMALES,45,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,WORK,NO,0.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,5.0,5.0,3.0,4.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,30.0,27.0,41.0,17.0,35.0,28.0,40.0,2.0,49.0,45+,41 - 49,completed undergrad uni,1.23044892137827,5.5056258190574,0.0018096845013154,2.02810388118389
410,FEMALES,48,REMARRIED,NO,SOME SECONDARY,WORK,NO,,4.0,3.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,5.0,5.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,6.0,6.0,6.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,27.0,27.0,41.0,12.0,27.0,24.0,40.0,5.0,66.0,45+,41 - 49,did not complete high school,1.07918124604762,1.81790435797379,0.0002717554466403,2.02765813025528
286,MALES,33,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,WORK,YES,20.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,28.0,23.0,41.0,24.0,12.0,27.0,33.0,4.0,60.0,30 - 44,33 - 40,some additional training,1.38021124171161,0.160010781461537,4.37624562704791e-05,2.01602399260899
208,FEMALES,27,MARRIED FIRST TIME,NO,SOME SECONDARY,WORK,NO,,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,2.0,6.0,6.0,6.0,6.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,21.0,14.0,40.0,23.0,27.0,24.0,33.0,6.0,54.0,18 - 29,25 - 32,did not complete high school,1.36172783601759,4.1223546046007,0.0172230598885456,1.992893185164
490,FEMALES,22,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,,5.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,5.0,7.0,7.0,7.0,7.0,2.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,30.0,27.0,38.0,20.0,33.0,21.0,34.0,6.0,72.0,18 - 29,18 - 24,completed undergrad uni,1.30102999566398,1.8343389058633,2.58569355747799e-05,1.99048843393235
164,MALES,31,STEADY RELATIONSHIP,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,17.0,19.0,27.0,19.0,18.0,32.0,24.0,4.0,63.0,30 - 44,25 - 32,completed undergrad uni,1.27875360095283,0.915879291781543,0.0013010186565364,1.97014560230515
82,FEMALES,49,DIVORCED,NO,COMPLETED HIGHSCHOOL,WORK,NO,0.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,16.0,22.0,27.0,28.0,12.0,34.0,24.0,6.0,46.0,45+,41 - 49,completed high school,1.44715803134222,2.15154870627572,0.0032343100324084,1.96726274978539
293,MALES,34,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,WORK,YES,20.0,3.0,1.0,4.0,1.0,5.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,5.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,2.0,1.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,24.0,26.0,43.0,20.0,20.0,26.0,39.0,5.0,70.0,30 - 44,33 - 40,some additional training,1.30102999566398,1.20925943259505,0.0012176482703918,1.95958550884672
292,FEMALES,33,MARRIED FIRST TIME,YES,COMPLETED HIGHSCHOOL,CHILDREN,YES,70.0,4.0,3.0,5.0,1.0,1.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,19.0,16.0,24.0,25.0,27.0,32.0,26.0,7.0,41.0,30 - 44,33 - 40,completed high school,1.39794000867204,3.17431252940064,0.0005753163143416,1.95906209733182
536,FEMALES,24,MARRIED FIRST TIME,NO,SOME ADDITIONAL TRAINING,WORK,NO,0.0,5.0,1.0,5.0,1.0,4.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,26.0,26.0,36.0,10.0,35.0,20.0,39.0,6.0,63.0,18 - 29,18 - 24,some additional training,1.0,1.31417610205586,0.0013461352651752,1.93352203493918
214,MALES,56,MARRIED FIRST TIME,NO,SOME SECONDARY,MONEY/FINANCES,NO,,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,20.0,25.0,33.0,16.0,30.0,20.0,36.0,4.0,60.0,45+,50+,did not complete high school,1.20411998265592,0.976323158284673,0.0019827240866237,1.92288491084124
402,FEMALES,23,SINGLE,YES,COMPLETED UNDERGRADUATE,WORK,NO,,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,6.0,6.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,23.0,21.0,24.0,24.0,26.0,30.0,34.0,5.0,55.0,18 - 29,18 - 24,completed undergrad uni,1.38021124171161,0.224025165357935,0.0001724806015831,1.9145226986544
56,FEMALES,48,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,FAMILY,NO,0.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,3.0,5.0,5.0,1.0,2.0,21.0,14.0,35.0,27.0,14.0,33.0,37.0,6.0,44.0,45+,41 - 49,some additional training,1.43136376415899,4.01184709150215,0.0004946570419923,1.90697694402695
