serial,s1gender,ethsfr,famsec,s1pared,s1expel,s1truan,s1weight,s1peta2,gcsepts,graddsci,satdsci,gradfren,satfren,gradit,satit,gradphys,satphys,gradchem,satchem,gradbiol,satbiol,gradmath,satmath,gradeng,sateng,pcschtype
187211.0,Male,Pakistani,Other,Neither parent with A-level,Not excluded,No truancy,1.1168400017440103,5+ D-G,15.5,Fail,No,,No,,No,,No,,No,,No,E,Yes,F,Yes,Comprehensive 16
187278.0,Male,Pakistani,Other,Neither parent with A-level,Not excluded,Occasional truancy,1.1168400017440103,5+ D-G,21.5,F,Yes,,No,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 16
187328.0,Male,Pakistani,Semi routine and routine occupations,Neither parent with A-level,Suspended,No truancy,0.49695546735600293,5+ A*-C,61.0,D,Yes,C,Yes,B,Yes,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
187369.0,Male,,Other,Neither parent with A-level,Not excluded,Persistant truancy,0.49695546735600293,5+ A*-C,83.5,A*,Yes,,No,A,Yes,,No,,No,,No,A,Yes,A,Yes,Comprehensive 16
187385.0,Male,Pakistani,Intermediate occupations,Neither parent with A-level,Suspended,Occasional truancy,1.1168400017440103,5+ D-G,21.0,F,Yes,F,Yes,,No,,No,,No,,No,F,Yes,D,Yes,Comprehensive 16
187393.0,Male,Pakistani,Other,Neither parent with A-level,Not excluded,Occasional truancy,0.49695546735600293,5+ A*-C,80.5,A*,Yes,B,Yes,A,Yes,,No,,No,,No,B,Yes,B,Yes,Comprehensive 16
187450.0,Female,Pakistani,Intermediate occupations,Neither parent with A-level,Expelled,Occasional truancy,0.5744900804182523,5+ A*-C,40.5,D,Yes,,No,,No,,No,,No,,No,C,Yes,D,Yes,Comprehensive 16
187468.0,Female,Black,Other,Neither parent with A-level,Not excluded,No truancy,0.6183655247920753,1-4 A*-C,33.5,D,Yes,,No,,No,,No,,No,,No,F,Yes,D,Yes,Comprehensive 16
187476.0,Female,Pakistani,Semi routine and routine occupations,At least one parent with A-level,Not excluded,No truancy,0.6183655247920753,1-4 A*-C,25.5,Fail,No,,No,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 16
187492.0,Female,Pakistani,Semi routine and routine occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.6183655247920753,1-4 A*-C,38.0,D,Yes,,No,,No,,No,,No,,No,F,Yes,D,Yes,Comprehensive 16
187526.0,Female,Pakistani,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.6183655247920753,1-4 A*-C,33.0,D,Yes,,No,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 16
187534.0,Female,Pakistani,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.9505320583197043,5+ D-G,12.0,Fail,No,,No,,No,,No,,No,,No,F,Yes,F,Yes,Comprehensive 16
187542.0,Female,Other ethnic group(inc mixed),Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.3939200533279592,5+ A*-C,64.0,A,Yes,,No,C,Yes,,No,,No,,No,A,Yes,C,Yes,Comprehensive 16
187575.0,Female,Pakistani,Other,Neither parent with A-level,Not excluded,No truancy,0.5744900804182523,5+ A*-C,50.5,D,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 16
187591.0,Female,Pakistani,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.6183655247920753,1-4 A*-C,17.5,Fail,No,,No,,No,,No,,No,,No,G,Yes,F,Yes,Comprehensive 16
187666.0,Male,Bangladeshi,Semi routine and routine occupations,Neither parent with A-level,Not excluded,Occasional truancy,1.1168400017440103,5+ D-G,13.5,F,Yes,,No,,No,,No,,No,,No,F,Yes,F,Yes,Comprehensive 16
187690.0,Male,Bangladeshi,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.49695546735600293,5+ A*-C,60.0,D,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 16
187708.0,Female,Bangladeshi,Other,Neither parent with A-level,Not excluded,Occasional truancy,0.6183655247920753,1-4 A*-C,25.0,G,Yes,,No,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 16
187732.0,Male,Pakistani,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.8162454232906763,1-4 A*-C,25.0,F,Yes,E,Yes,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 16
187765.0,Male,Bangladeshi,Lower supervisory occupations,Neither parent with A-level,Suspended,Occasional truancy,0.5774271579220699,5+ A*-C,59.5,D,Yes,E,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 16
187815.0,Female,Pakistani,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.6183655247920753,1-4 A*-C,29.5,F,Yes,,No,,No,,No,,No,,No,F,Yes,C,Yes,Comprehensive 16
187831.0,Female,Black,Semi routine and routine occupations,At least one parent with A-level,Not excluded,No truancy,0.9505320583197043,5+ D-G,17.0,G,Yes,F,Yes,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 16
187930.0,Female,Other ethnic group(inc mixed),Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.3939200533279592,5+ A*-C,67.0,B,Yes,,No,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 16
187963.0,Female,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,71.0,C,Yes,,No,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 16
188029.0,Female,Indian,Other,Neither parent with A-level,Not excluded,No truancy,0.6183655247920753,1-4 A*-C,37.0,E,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
188037.0,Female,White,Other,Neither parent with A-level,Not excluded,No truancy,0.5744900804182523,5+ A*-C,45.5,D,Yes,D,Yes,,No,,No,,No,,No,D,Yes,B,Yes,Comprehensive 16
188060.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.5774271579220699,5+ A*-C,36.5,C,Yes,F,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
188102.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,69.0,C,Yes,C,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 16
188136.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.49695546735600293,5+ A*-C,76.0,A,Yes,,No,,No,,No,,No,,No,A,Yes,A,Yes,Comprehensive 16
188169.0,Male,Pakistani,Other,Neither parent with A-level,Not excluded,No truancy,0.49695546735600293,5+ A*-C,51.0,C,Yes,,No,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 16
188177.0,Female,Black,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.6183655247920753,1-4 A*-C,39.0,D,Yes,E,Yes,,No,,No,,No,,No,D,Yes,B,Yes,Comprehensive 16
188185.0,Female,Other ethnic group(inc mixed),Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5744900804182523,5+ A*-C,52.5,C,Yes,,No,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 16
188235.0,Male,Indian,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.49695546735600293,5+ A*-C,58.0,C,Yes,D,Yes,,No,,No,,No,,No,A,Yes,C,Yes,Comprehensive 16
188243.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,54.5,C,Yes,C,Yes,,No,,No,,No,,No,C,Yes,D,Yes,Comprehensive 16
188250.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.49695546735600293,5+ A*-C,66.0,A*,Yes,E,Yes,,No,,No,,No,,No,A,Yes,D,Yes,Comprehensive 16
188268.0,Female,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,68.0,B,Yes,,No,,No,,No,,No,,No,B,Yes,A,Yes,Comprehensive 16
188276.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,Occasional truancy,0.9505320583197043,5+ D-G,19.0,F,Yes,,No,,No,,No,,No,,No,E,Yes,E,Yes,Comprehensive 16
188284.0,Male,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.49695546735600293,5+ A*-C,56.5,C,Yes,D,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
188318.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,0.3939200533279592,5+ A*-C,58.5,C,Yes,,No,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 16
188326.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,51.0,C,Yes,E,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 16
188334.0,Male,Other Asian (inc Chinese),Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.49695546735600293,5+ A*-C,72.0,A,Yes,,No,,No,,No,,No,,No,A,Yes,B,Yes,Comprehensive 16
188359.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5744900804182523,5+ A*-C,55.5,D,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 16
188417.0,Female,,Semi routine and routine occupations,Neither parent with A-level,,,0.9505320583197043,5+ D-G,11.0,Fail,No,,No,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 16
188433.0,Female,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.6183655247920753,1-4 A*-C,34.0,E,Yes,,No,D,Yes,,No,,No,,No,E,Yes,C,Yes,Comprehensive 16
188466.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.49695546735600293,5+ A*-C,64.0,B,Yes,D,Yes,B,Yes,,No,,No,,No,C,Yes,B,Yes,Comprehensive 16
188508.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.49695546735600293,5+ A*-C,48.5,C,Yes,D,Yes,C,Yes,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
188516.0,Male,White,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.8162454232906763,1-4 A*-C,25.5,E,Yes,,No,C,Yes,,No,,No,,No,F,Yes,C,Yes,Comprehensive 16
188540.0,Female,Other ethnic group(inc mixed),Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.5744900804182523,5+ A*-C,44.5,C,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 16
188573.0,Male,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.49695546735600293,5+ A*-C,71.0,A,Yes,,No,,No,,No,,No,,No,A,Yes,C,Yes,Comprehensive 16
188581.0,Female,Black,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,84.0,Fail,No,B,Yes,A,Yes,B,Yes,B,Yes,A,Yes,B,Yes,B,Yes,Comprehensive 16
188607.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,54.0,C,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
188649.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.5744900804182523,5+ A*-C,51.0,B,Yes,C,Yes,,No,,No,,No,,No,C,Yes,A,Yes,Comprehensive 16
188664.0,Male,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,1.0385989813824965,5+ A*-C,56.0,B,Yes,E,Yes,,No,,No,,No,,No,B,Yes,D,Yes,Comprehensive 18
188722.0,Female,Other ethnic group(inc mixed),Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,1.112233457259346,1-4 A*-C,26.5,D,Yes,Fail,Yes,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 18
188763.0,Male,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.8938572339509971,5+ A*-C,65.0,B,Yes,C,Yes,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
188805.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,2.0088228831368933,5+ D-G,23.0,E,Yes,F,Yes,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
188821.0,Male,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.8938572339509971,5+ A*-C,66.0,C,Yes,B,Yes,,No,,No,,No,,No,B,Yes,D,Yes,Comprehensive 18
188839.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,1.0333161579789634,5+ A*-C,52.0,D,Yes,,No,,No,,No,,No,,No,C,Yes,D,Yes,Comprehensive 18
188854.0,Male,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.8938572339509971,5+ A*-C,56.0,D,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
188862.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.7085308692525559,5+ A*-C,78.0,A,Yes,A,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Comprehensive 18
188896.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,0.3939200533279592,5+ A*-C,61.0,C,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 16
188904.0,Female,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.6183655247920753,1-4 A*-C,36.0,E,Yes,,No,,No,,No,,No,,No,E,Yes,C,Yes,Comprehensive 16
188912.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.9505320583197043,5+ D-G,24.0,Fail,No,E,Yes,,No,,No,,No,,No,F,Yes,D,Yes,Comprehensive 16
188920.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,65.5,C,Yes,A,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Comprehensive 16
188946.0,Male,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,1.1168400017440103,5+ D-G,18.0,Fail,No,,No,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 16
189043.0,Male,Pakistani,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,1.1168400017440103,5+ D-G,19.0,Fail,No,,No,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 16
189076.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.9505320583197043,5+ D-G,17.5,Fail,No,,No,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 16
189084.0,Male,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,1.1168400017440103,5+ D-G,16.0,Fail,No,F,Yes,,No,,No,,No,,No,F,Yes,F,Yes,Comprehensive 16
189233.0,Male,Bangladeshi,Other,Neither parent with A-level,Not excluded,No truancy,0.49695546735600293,5+ A*-C,52.0,Fail,No,E,Yes,F,Yes,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
189266.0,Female,Black,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.9505320583197043,5+ D-G,23.0,E,Yes,,No,G,Yes,,No,,No,,No,E,Yes,D,Yes,Comprehensive 16
189282.0,Female,Black,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.3939200533279592,5+ A*-C,86.0,B,Yes,,No,,No,,No,,No,,No,A,Yes,A,Yes,Comprehensive 16
189316.0,Female,Other ethnic group(inc mixed),Large employers and higher professionals,At least one parent with A-level,Not excluded,Occasional truancy,0.3939200533279592,5+ A*-C,61.0,D,Yes,C,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 16
189357.0,Male,Other ethnic group(inc mixed),Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.8162454232906763,1-4 A*-C,33.5,D,Yes,,No,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 16
189373.0,Male,,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.8162454232906763,1-4 A*-C,22.5,Fail,No,,No,,No,,No,,No,,No,F,Yes,F,Yes,Comprehensive 16
189381.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,79.0,A*,Yes,A,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Comprehensive 16
189431.0,Male,Other Asian (inc Chinese),Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.5774271579220699,5+ A*-C,47.0,C,Yes,C,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
189449.0,Female,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,78.5,B,Yes,B,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Comprehensive 16
189464.0,Female,Pakistani,Semi routine and routine occupations,Neither parent with A-level,Not excluded,Persistant truancy,0.6183655247920753,1-4 A*-C,31.0,F,Yes,,No,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 16
189472.0,Male,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.49695546735600293,5+ A*-C,70.5,B,Yes,C,Yes,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 16
189480.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.5744900804182523,5+ A*-C,42.5,D,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
189514.0,Male,Black,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5774271579220699,5+ A*-C,45.0,D,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
189563.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,102.0,A*,Yes,A,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Comprehensive 16
189589.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,1.04865021849333,1-4 A*-C,38.5,E,Yes,,No,,No,,No,,No,,No,E,Yes,C,Yes,Modern
189605.0,Male,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.9934751922379915,5+ A*-C,44.5,C,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Modern
189613.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.9723502069366652,5+ A*-C,50.0,D,Yes,,No,,No,,No,,No,,No,C,Yes,B,Yes,Modern
189654.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.6944448192073666,5+ A*-C,65.5,A,Yes,C,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Modern
189670.0,Male,White,Other,Neither parent with A-level,Not excluded,No truancy,1.4698389069002349,1-4 A*-C,31.0,E,Yes,F,Yes,,No,,No,,No,,No,E,Yes,D,Yes,Modern
189704.0,Male,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,1.4698389069002349,1-4 A*-C,38.0,D,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Modern
189720.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,1.04865021849333,1-4 A*-C,40.0,D,Yes,D,Yes,,No,,No,,No,,No,E,Yes,C,Yes,Modern
189738.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,2.100620467717827,5+ D-G,21.0,E,Yes,,No,,No,,No,,No,,No,E,Yes,E,Yes,Modern
189761.0,Female,Pakistani,Other,Neither parent with A-level,Not excluded,No truancy,2.2374609665286442,None,0.0,Fail,No,,No,,No,,No,,No,,No,,No,,No,Modern
189779.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.9934751922379915,5+ A*-C,35.0,Fail,No,,No,,No,,No,,No,,No,E,Yes,C,Yes,Modern
189795.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.9723502069366652,5+ A*-C,42.0,Fail,No,,No,,No,,No,,No,,No,C,Yes,C,Yes,Modern
189803.0,Male,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,1.4698389069002349,1-4 A*-C,28.0,E,Yes,,No,,No,,No,,No,,No,E,Yes,D,Yes,Modern
189878.0,Female,Pakistani,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,1.5837517711827491,5+ D-G,12.0,F,Yes,F,Yes,,No,,No,,No,,No,Fail,Yes,E,Yes,Modern
189894.0,Female,White,Other,Neither parent with A-level,Not excluded,No truancy,1.5837517711827491,5+ D-G,22.0,Fail,No,,No,,No,,No,,No,,No,F,Yes,D,Yes,Modern
189902.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.6944448192073666,5+ A*-C,49.0,C,Yes,C,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Modern
189910.0,Male,Other Asian (inc Chinese),Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.9934751922379915,5+ A*-C,40.0,C,Yes,C,Yes,,No,,No,,No,,No,B,Yes,D,Yes,Modern
189936.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.6944448192073666,5+ A*-C,54.5,C,Yes,A*,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Modern
189951.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.9934751922379915,5+ A*-C,42.5,C,Yes,D,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Modern
189969.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,1.4698389069002349,1-4 A*-C,36.5,D,Yes,E,Yes,,No,,No,,No,,No,E,Yes,D,Yes,Modern
189977.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.6944448192073666,5+ A*-C,74.5,C,Yes,C,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Modern
189985.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,Persistant truancy,1.04865021849333,1-4 A*-C,41.0,D,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Modern
189993.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.7605540965818948,5+ A*-C,87.5,A,Yes,,No,,No,,No,,No,,No,B,Yes,A,Yes,Modern
190009.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,1.4698389069002349,1-4 A*-C,45.0,D,Yes,,No,,No,,No,,No,,No,E,Yes,D,Yes,Modern
190017.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,1.4698389069002349,1-4 A*-C,34.0,D,Yes,F,Yes,,No,,No,,No,,No,E,Yes,E,Yes,Modern
190033.0,Female,White,Lower supervisory occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.6944448192073666,5+ A*-C,59.0,C,Yes,C,Yes,,No,,No,,No,,No,C,Yes,A,Yes,Modern
190082.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,Occasional truancy,0.6944448192073666,5+ A*-C,68.0,A,Yes,A,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Modern
190108.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Suspended,No truancy,1.4698389069002349,1-4 A*-C,31.5,E,Yes,F,Yes,,No,,No,,No,,No,F,Yes,D,Yes,Modern
190165.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Suspended,Occasional truancy,1.04865021849333,1-4 A*-C,5.0,Fail,No,,No,,No,,No,,No,,No,,No,,No,Modern
190223.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,1.04865021849333,1-4 A*-C,38.0,E,Yes,,No,,No,,No,,No,,No,E,Yes,C,Yes,Modern
190231.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,1.1837821457304303,5+ A*-C,45.5,D,Yes,D,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Grammar
190249.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.7367190679140861,5+ A*-C,70.5,A*,Yes,A,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Grammar
190256.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.7367190679140861,5+ A*-C,57.5,C,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Grammar
190272.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.7367190679140861,5+ A*-C,79.0,A,Yes,A*,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Grammar
190280.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.7367190679140861,5+ A*-C,68.0,A*,Yes,A,Yes,,No,,No,,No,,No,A*,Yes,B,Yes,Grammar
190306.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.7367190679140861,5+ A*-C,61.0,Fail,No,A*,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Grammar
190322.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.7367190679140861,5+ A*-C,67.0,A*,Yes,A,Yes,,No,,No,,No,,No,A,Yes,A*,Yes,Grammar
190330.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.7367190679140861,5+ A*-C,68.0,A*,Yes,A*,Yes,,No,,No,,No,,No,A*,Yes,A,Yes,Grammar
190355.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.7367190679140861,5+ A*-C,72.0,A*,Yes,A*,Yes,,No,,No,,No,,No,A*,Yes,A*,Yes,Grammar
190389.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.7367190679140861,5+ A*-C,69.0,A*,Yes,A*,Yes,,No,,No,,No,,No,A,Yes,A*,Yes,Grammar
190397.0,Female,Other Asian (inc Chinese),Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.7367190679140861,5+ A*-C,66.0,A*,Yes,A*,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Grammar
190405.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.7367190679140861,5+ A*-C,67.0,A*,Yes,,No,,No,,No,,No,,No,A*,Yes,A,Yes,Grammar
190439.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,1.377308982774759,5+ A*-C,45.5,C,Yes,,No,,No,,No,,No,,No,C,Yes,B,Yes,Grammar
190447.0,Male,Pakistani,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,1.377308982774759,5+ A*-C,45.5,B,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Grammar
190454.0,Female,Other Asian (inc Chinese),Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.7367190679140861,5+ A*-C,67.5,A,Yes,A*,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Grammar
190488.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,Persistant truancy,0.8496522377589855,1-4 D-G,12.0,F,Yes,,No,,No,,No,,No,,No,,No,D,Yes,Modern
190504.0,Female,Other ethnic group(inc mixed),Other,At least one parent with degree,Suspended,No truancy,0.37255623348034694,5+ A*-C,54.0,C,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Modern
190546.0,Female,White,Other,Neither parent with A-level,Not excluded,No truancy,0.5625805893204562,1-4 A*-C,30.5,E,Yes,,No,,No,,No,,No,,No,D,Yes,D,Yes,Modern
